iter	Logloss
0	0.5335869328
1	0.4073198688
2	0.3492048325
3	0.2855332898
4	0.2367516179
5	0.2080968426
6	0.173412323
7	0.1463234809
8	0.1260032115
9	0.1063451998
10	0.09524247723
11	0.08678006357
12	0.07426724895
13	0.06601185952
14	0.05724325488
15	0.05130592469
16	0.04539591651
17	0.04014781214
18	0.03771381224
19	0.03413815652
20	0.03196565759
21	0.02887096905
22	0.02647578716
23	0.02516560785
24	0.02385763391
25	0.02151227382
26	0.02009788829
27	0.01888206505
28	0.01762683161
29	0.0170012078
30	0.01603243716
31	0.01514790327
32	0.01392558986
33	0.01300133236
34	0.01222476267
35	0.0117291164
36	0.01079405892
37	0.01028346823
38	0.009783626564
39	0.009512509069
40	0.00879523831
41	0.008692552966
42	0.008338937836
43	0.008056780023
44	0.007765337344
45	0.007633700967
46	0.007413346921
47	0.007145774941
48	0.007014016951
49	0.006760475136
50	0.006615133055
51	0.00652464359
52	0.00631775683
53	0.006073202818
54	0.005937594079
55	0.005752831217
56	0.005567385304
57	0.005329011909
58	0.005261410629
59	0.005047784698
60	0.004962810105
61	0.004849248355
62	0.004623181397
63	0.004457316091
64	0.004370788893
65	0.004288890669
66	0.004186289926
67	0.004102776608
68	0.003996601989
69	0.003921443416
70	0.003848009532
71	0.003705554191
72	0.003606865483
73	0.003519812899
74	0.003382882043
75	0.003307577583
76	0.003247200001
77	0.003117669975
78	0.00303317318
79	0.002947899843
80	0.002899817161
81	0.002810172496
82	0.002695137935
83	0.002616273299
84	0.002540005551
85	0.002501358428
86	0.002430777156
87	0.002367760145
88	0.002286097696
89	0.002227558244
90	0.002173857823
91	0.002110813414
92	0.002063288323
93	0.002010153426
94	0.00196921549
95	0.001926293416
96	0.001878344003
97	0.00186352612
98	0.001825920877
99	0.001798429076
100	0.001758546598
101	0.001725038694
102	0.001695789637
103	0.001664764578
104	0.001649508914
105	0.001635867021
106	0.001625730506
107	0.001615573442
108	0.001599202834
109	0.001575639772
110	0.001563524767
111	0.001550492981
112	0.001525320353
113	0.001516602933
114	0.001485216401
115	0.001485216401
116	0.00148515884
117	0.001453624137
118	0.001432838219
119	0.001415416839
120	0.001415371534
121	0.001415335483
122	0.00141527011
123	0.001415190677
124	0.00139387
125	0.001370797595
126	0.001370732342
127	0.00137073114
128	0.001350193975
129	0.00135019037
130	0.001350161529
131	0.001350153598
132	0.00134993681
133	0.001349726512
134	0.001349678443
135	0.001349678443
136	0.001340104688
137	0.001340104688
138	0.001340087383
139	0.001340015281
140	0.001339996654
141	0.001339843917
142	0.001339843917
143	0.001339795609
144	0.001339810991
145	0.001339762682
146	0.001339758836
147	0.001339686253
148	0.001339633378
149	0.001339645155
150	0.001339550701
151	0.00133939532
152	0.001339328145
153	0.00133900777
154	0.001339008731
155	0.001338961624
156	0.001338624546
157	0.001338535019
158	0.001338436719
159	0.001338377835
160	0.001338358968
161	0.001338320634
162	0.001338137494
163	0.001338160807
164	0.001335765205
165	0.001335748381
166	0.001335718459
167	0.001335708124
168	0.001335708124
169	0.001335670871
170	0.00133564179
171	0.001335641069
172	0.001335677721
173	0.001335547816
174	0.001335587833
175	0.001335546254
176	0.001335487491
177	0.001335531714
178	0.001335493619
179	0.001335487731
180	0.001335494461
181	0.001335415508
182	0.001335400006
183	0.001335400006
184	0.001335396161
185	0.001335327904
186	0.001335330187
187	0.001335330187
188	0.001335330187
189	0.001335330187
190	0.001335291973
191	0.001334974362
192	0.001334943839
193	0.001334904783
194	0.001334877504
195	0.001334871977
196	0.001334809007
197	0.00133478317
198	0.001334686914
199	0.001334637884
200	0.001334637884
201	0.001334621901
202	0.001334584288
203	0.001334538503
204	0.001334546915
205	0.001334566503
206	0.001334518435
207	0.001334540906
208	0.001334524443
209	0.001334258986
210	0.001334284222
211	0.001334239879
212	0.001327696346
213	0.001318462193
214	0.001318226538
215	0.001318191328
216	0.00129948292
217	0.001278520351
218	0.001273650316
219	0.001273584222
220	0.001273490008
221	0.001273454437
222	0.001273393631
223	0.001273375726
224	0.001250473722
225	0.001242462305
226	0.001242470116
227	0.001220731966
228	0.001214605065
229	0.001196868718
230	0.001196781354
231	0.001176431294
232	0.001158029202
233	0.001139335094
234	0.001132933844
235	0.001126674394
236	0.001126667184
237	0.001109059059
238	0.001091729369
239	0.001085994104
240	0.001085946396
241	0.001083959976
242	0.001082654682
243	0.001070769323
244	0.001070635934
245	0.001055494191
246	0.001049885466
247	0.001035046073
248	0.001034819551
249	0.001029512334
250	0.001025696916
251	0.001025672281
252	0.001025531321
253	0.001025238104
254	0.001016273614
255	0.001007173931
256	0.001002767394
257	0.001002689283
258	0.00100111679
259	0.0009995302366
260	0.0009925342616
261	0.0009876691526
262	0.0009876854958
263	0.0009744928609
264	0.0009689011401
265	0.0009562222347
266	0.0009560810943
267	0.0009516421105
268	0.0009515561884
269	0.0009515933212
270	0.0009456840494
271	0.0009406694481
272	0.000940679903
273	0.0009360655902
274	0.0009319229472
275	0.0009317419702
276	0.0009317277901
277	0.0009317138503
278	0.0009317095241
279	0.0009307193179
280	0.0009245581084
281	0.0009245335936
282	0.0009244792163
283	0.0009201909265
284	0.0009178275303
285	0.0009177744148
286	0.000917005563
287	0.0009128606367
288	0.0009013752062
289	0.000893221387
290	0.000893221387
291	0.0008931675505
292	0.0008851971117
293	0.0008830617993
294	0.0008830155336
295	0.0008800434129
296	0.00088005549
297	0.0008798777576
298	0.0008777950199
299	0.0008729666231
